product_id,category,sub_category,product_name,product_keyword,cat_key,subcat_key,bag,bow
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,"['dymo', 'cardscan', 'personal', 'v9', 'business', 'card', 'scanner']",['technology'],['machines'],"['technology', 'machines', 'dymo', 'cardscan', 'personal', 'v9', 'business', 'card', 'scanner']",technology machines dymo cardscan personal v9 business card scanner
TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,"['adtran', '1202752g1']",['technology'],['phones'],"['technology', 'phones', 'adtran', '1202752g1']",technology phones adtran 1202752g1
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock","['seth', 'thomas', '8', '1', '2', 'cubicle', 'clock']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'seth', 'thomas', '8', '1', '2', 'cubicle', 'clock']",furniture furnishings seth thomas 8 1 2 cubicle clock
OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","['hunt', 'powerhouse', 'electric', 'pencil', 'sharpener', 'blue']",['officesupplies'],['art'],"['officesupplies', 'art', 'hunt', 'powerhouse', 'electric', 'pencil', 'sharpener', 'blue']",officesupplies art hunt powerhouse electric pencil sharpener blue
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"['tennsco', '16', 'compartment', 'lockers', 'coat', 'rack']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'tennsco', '16', 'compartment', 'lockers', 'coat', 'rack']",officesupplies storage tennsco 16 compartment lockers coat rack
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,"['crate', 'files']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'crate', 'files']",officesupplies storage crate files
OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black","['avery', 'flip', 'chart', 'easel', 'binder', 'black']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'avery', 'flip', 'chart', 'easel', 'binder', 'black']",officesupplies binders avery flip chart easel binder black
FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,"['document', 'clip', 'frames']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'document', 'clip', 'frames']",furniture furnishings document clip frames
TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired","['logitech', 'wireless', 'boombox', 'speaker', 'portable', 'wired']",['technology'],['accessories'],"['technology', 'accessories', 'logitech', 'wireless', 'boombox', 'speaker', 'portable', 'wired']",technology accessories logitech wireless boombox speaker portable wired
OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,"['xerox', '1944']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1944']",officesupplies paper xerox 1944
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"['advantus', 'panel', 'wall', 'certificate', 'holder', '8', '5x11']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'advantus', 'panel', 'wall', 'certificate', 'holder', '8', '5x11']",furniture furnishings advantus panel wall certificate holder 8 5x11
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,"['wilson', 'jones', 'four', 'pocket', 'poly', 'binders']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'wilson', 'jones', 'four', 'pocket', 'poly', 'binders']",officesupplies binders wilson jones four pocket poly binders
FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,"['luxo', 'adjustable', 'task', 'clamp', 'lamp']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'luxo', 'adjustable', 'task', 'clamp', 'lamp']",furniture furnishings luxo adjustable task clamp lamp
FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,"['high', 'back', 'leather', 'manager', 'chair']",['furniture'],['chairs'],"['furniture', 'chairs', 'high', 'back', 'leather', 'manager', 'chair']",furniture chairs high back leather manager chair
OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),"['hammermill', 'copyplus', 'copy', 'paper', '20lb', '84', 'bright']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'hammermill', 'copyplus', 'copy', 'paper', '20lb', '84', 'bright']",officesupplies paper hammermill copyplus copy paper 20lb 84 bright
OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length","['acco', 'six', 'outlet', 'power', 'strip', '4', 'cord', 'length']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'acco', 'six', 'outlet', 'power', 'strip', '4', 'cord', 'length']",officesupplies appliances acco six outlet power strip 4 cord length
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","['dixon', 'prang', 'watercolor', 'pencils', '10', 'color', 'set', 'brush']",['officesupplies'],['art'],"['officesupplies', 'art', 'dixon', 'prang', 'watercolor', 'pencils', '10', 'color', 'set', 'brush']",officesupplies art dixon prang watercolor pencils 10 color set brush
OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,"['belkin', '8', 'outlet', 'surgemaster', 'ii', 'gold', 'surge', 'protector', 'phone', 'protection']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'belkin', '8', 'outlet', 'surgemaster', 'ii', 'gold', 'surge', 'protector', 'phone', 'protection']",officesupplies appliances belkin 8 outlet surgemaster ii gold surge protector phone protection
TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,"['memorex', 'froggy', 'flash', 'drive', '4', 'gb']",['technology'],['accessories'],"['technology', 'accessories', 'memorex', 'froggy', 'flash', 'drive', '4', 'gb']",technology accessories memorex froggy flash drive 4 gb
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","['ink', 'jet', 'note', 'greeting', 'cards', '8', '1', '2', 'x', '5', 'card', 'size']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'ink', 'jet', 'note', 'greeting', 'cards', '8', '1', '2', 'x', '5', 'card', 'size']",officesupplies paper ink jet note greeting cards 8 1 2 x 5 card size
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,"['safco', 'boltless', 'steel', 'shelving']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'safco', 'boltless', 'steel', 'shelving']",officesupplies storage safco boltless steel shelving
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,"['acco', '6', 'outlet', 'guardian', 'premium', 'plus', 'surge', 'suppressor']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'acco', '6', 'outlet', 'guardian', 'premium', 'plus', 'surge', 'suppressor']",officesupplies appliances acco 6 outlet guardian premium plus surge suppressor
OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,"['fellowes', 'staxonsteel', 'drawer', 'files']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'fellowes', 'staxonsteel', 'drawer', 'files']",officesupplies storage fellowes staxonsteel drawer files
FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,"['global', 'deluxe', 'office', 'fabric', 'chairs']",['furniture'],['chairs'],"['furniture', 'chairs', 'global', 'deluxe', 'office', 'fabric', 'chairs']",furniture chairs global deluxe office fabric chairs
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"['eldon', 'clustermat', 'chair', 'mat', 'cordless', 'antistatic', 'protection']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'eldon', 'clustermat', 'chair', 'mat', 'cordless', 'antistatic', 'protection']",furniture furnishings eldon clustermat chair mat cordless antistatic protection
FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","['bush', 'westfield', 'collection', 'bookcases', 'dark', 'cherry', 'finish', 'fully', 'assembled']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'bush', 'westfield', 'collection', 'bookcases', 'dark', 'cherry', 'finish', 'fully', 'assembled']",furniture bookcases bush westfield collection bookcases dark cherry finish fully assembled
TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,"['imation', '8gb', 'mini', 'traveldrive', 'usb', '2', '0', 'flash', 'drive']",['technology'],['accessories'],"['technology', 'accessories', 'imation', '8gb', 'mini', 'traveldrive', 'usb', '2', '0', 'flash', 'drive']",technology accessories imation 8gb mini traveldrive usb 2 0 flash drive
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,"['xerox', '194']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '194']",officesupplies paper xerox 194
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,"['fellowes', 'mighty', '8', 'compact', 'surge', 'protector']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'fellowes', 'mighty', '8', 'compact', 'surge', 'protector']",officesupplies appliances fellowes mighty 8 compact surge protector
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,"['deflect', 'glasstique', 'clear', 'desk', 'accessories']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'deflect', 'glasstique', 'clear', 'desk', 'accessories']",furniture furnishings deflect glasstique clear desk accessories
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""","['manila', 'recycled', 'extra', 'heavyweight', 'clasp', 'envelopes', '6', 'x', '9']",['officesupplies'],['envelopes'],"['officesupplies', 'envelopes', 'manila', 'recycled', 'extra', 'heavyweight', 'clasp', 'envelopes', '6', 'x', '9']",officesupplies envelopes manila recycled extra heavyweight clasp envelopes 6 x 9
OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,"['tuf', 'vin', 'binders']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'tuf', 'vin', 'binders']",officesupplies binders tuf vin binders
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard","['perixx', 'periboard', '512b', 'ergonomic', 'split', 'keyboard']",['technology'],['accessories'],"['technology', 'accessories', 'perixx', 'periboard', '512b', 'ergonomic', 'split', 'keyboard']",technology accessories perixx periboard 512b ergonomic split keyboard
OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black","['tenex', 'file', 'box', 'personal', 'filing', 'tote', 'lid', 'black']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'tenex', 'file', 'box', 'personal', 'filing', 'tote', 'lid', 'black']",officesupplies storage tenex file box personal filing tote lid black
OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,"['adjustable', 'personal', 'file', 'tote']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'adjustable', 'personal', 'file', 'tote']",officesupplies storage adjustable personal file tote
TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,"['powergen', 'dual', 'usb', 'car', 'charger']",['technology'],['phones'],"['technology', 'phones', 'powergen', 'dual', 'usb', 'car', 'charger']",technology phones powergen dual usb car charger
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,"['xerox', '1960']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1960']",officesupplies paper xerox 1960
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,"['fellowes', 'binding', 'cases']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'fellowes', 'binding', 'cases']",officesupplies binders fellowes binding cases
OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack","['quartet', 'alpha', 'white', 'chalk', '12', 'pack']",['officesupplies'],['art'],"['officesupplies', 'art', 'quartet', 'alpha', 'white', 'chalk', '12', 'pack']",officesupplies art quartet alpha white chalk 12 pack
OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,"['belkin', 'f9s820v06', '8', 'outlet', 'surge']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'belkin', 'f9s820v06', '8', 'outlet', 'surge']",officesupplies appliances belkin f9s820v06 8 outlet surge
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled","['bush', 'westfield', 'collection', 'bookcases', 'fully', 'assembled']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'bush', 'westfield', 'collection', 'bookcases', 'fully', 'assembled']",furniture bookcases bush westfield collection bookcases fully assembled
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry","['bush', 'birmingham', 'collection', 'bookcase', 'dark', 'cherry']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'bush', 'birmingham', 'collection', 'bookcase', 'dark', 'cherry']",furniture bookcases bush birmingham collection bookcase dark cherry
OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""","['hot', 'message', 'books', 'stickers', '2', '3', '4', 'x', '5']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'hot', 'message', 'books', 'stickers', '2', '3', '4', 'x', '5']",officesupplies paper hot message books stickers 2 3 4 x 5
OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,"['belkin', '8', 'outlet', 'premiere', 'surgemaster', 'ii', 'surge', 'protectors']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'belkin', '8', 'outlet', 'premiere', 'surgemaster', 'ii', 'surge', 'protectors']",officesupplies appliances belkin 8 outlet premiere surgemaster ii surge protectors
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,"['martin', 'yale', 'premier', 'letter', 'opener']",['officesupplies'],['supplies'],"['officesupplies', 'supplies', 'martin', 'yale', 'premier', 'letter', 'opener']",officesupplies supplies martin yale premier letter opener
OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft","['oic', '2', 'pencils', 'medium', 'soft']",['officesupplies'],['art'],"['officesupplies', 'art', 'oic', '2', 'pencils', 'medium', 'soft']",officesupplies art oic 2 pencils medium soft
TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"['lexmark', 'mx611dhe', 'monochrome', 'laser', 'printer']",['technology'],['machines'],"['technology', 'machines', 'lexmark', 'mx611dhe', 'monochrome', 'laser', 'printer']",technology machines lexmark mx611dhe monochrome laser printer
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,"['balt', 'solid', 'wood', 'rectangular', 'table']",['furniture'],['tables'],"['furniture', 'tables', 'balt', 'solid', 'wood', 'rectangular', 'table']",furniture tables balt solid wood rectangular table
OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,"['acco', '6', 'outlet', 'guardian', 'standard', 'surge', 'suppressor']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'acco', '6', 'outlet', 'guardian', 'standard', 'surge', 'suppressor']",officesupplies appliances acco 6 outlet guardian standard surge suppressor
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,"['xerox', '1887']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1887']",officesupplies paper xerox 1887
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,"['smead', 'alpha', 'z', 'color', 'coded', 'second', 'alphabetical', 'labels', 'starter', 'set']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'smead', 'alpha', 'z', 'color', 'coded', 'second', 'alphabetical', 'labels', 'starter', 'set']",officesupplies labels smead alpha z color coded second alphabetical labels starter set
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,"['stockwell', 'gold', 'paper', 'clips']",['officesupplies'],['fasteners'],"['officesupplies', 'fasteners', 'stockwell', 'gold', 'paper', 'clips']",officesupplies fasteners stockwell gold paper clips
OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","['sanford', 'earthwrite', 'recycled', 'pencils', 'medium', 'soft', '2']",['officesupplies'],['art'],"['officesupplies', 'art', 'sanford', 'earthwrite', 'recycled', 'pencils', 'medium', 'soft', '2']",officesupplies art sanford earthwrite recycled pencils medium soft 2
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,"['razer', 'kraken', '7', '1', 'surround', 'sound', 'ear', 'usb', 'gaming', 'headset']",['technology'],['accessories'],"['technology', 'accessories', 'razer', 'kraken', '7', '1', 'surround', 'sound', 'ear', 'usb', 'gaming', 'headset']",technology accessories razer kraken 7 1 surround sound ear usb gaming headset
FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","['floodlight', 'indoor', 'halogen', 'bulbs', '1', 'bulb', 'per', 'pack', '60', 'watts']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'floodlight', 'indoor', 'halogen', 'bulbs', '1', 'bulb', 'per', 'pack', '60', 'watts']",furniture furnishings floodlight indoor halogen bulbs 1 bulb per pack 60 watts
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","['lf', 'elite', '3d', 'dazzle', 'designer', 'hard', 'case', 'cover', 'stylus', 'pen', 'wiper', 'apple', 'iphone', '5c', 'mini', 'lite']",['technology'],['phones'],"['technology', 'phones', 'lf', 'elite', '3d', 'dazzle', 'designer', 'hard', 'case', 'cover', 'stylus', 'pen', 'wiper', 'apple', 'iphone', '5c', 'mini', 'lite']",technology phones lf elite 3d dazzle designer hard case cover stylus pen wiper apple iphone 5c mini lite
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,"['riverleaf', 'stik', 'withit', 'designer', 'note', 'cubes']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'riverleaf', 'stik', 'withit', 'designer', 'note', 'cubes']",officesupplies paper riverleaf stik withit designer note cubes
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,"['xerox', '1948']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1948']",officesupplies paper xerox 1948
OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack","['avery', '3', '1', '2', 'diskette', 'storage', 'pages', '10', 'pack']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'avery', '3', '1', '2', 'diskette', 'storage', 'pages', '10', 'pack']",officesupplies binders avery 3 1 2 diskette storage pages 10 pack
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,"['petty', 'cash', 'envelope']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'petty', 'cash', 'envelope']",officesupplies paper petty cash envelope
TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,"['kensington', 'orbit', 'wireless', 'mobile', 'trackball', 'pc', 'mac']",['technology'],['accessories'],"['technology', 'accessories', 'kensington', 'orbit', 'wireless', 'mobile', 'trackball', 'pc', 'mac']",technology accessories kensington orbit wireless mobile trackball pc mac
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,"['eldon', 'mobile', 'mega', 'data', 'cart', 'stackable', 'add', 'trays']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'eldon', 'mobile', 'mega', 'data', 'cart', 'stackable', 'add', 'trays']",officesupplies storage eldon mobile mega data cart stackable add trays
OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,"['cardinal', 'holdit', 'data', 'disk', 'pockets']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'cardinal', 'holdit', 'data', 'disk', 'pockets']",officesupplies binders cardinal holdit data disk pockets
OFF-AR-10001955,Office Supplies,Art,Newell 319,"['newell', '319']",['officesupplies'],['art'],"['officesupplies', 'art', 'newell', '319']",officesupplies art newell 319
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"['samsung', 'galaxy', 's4', 'mini']",['technology'],['phones'],"['technology', 'phones', 'samsung', 'galaxy', 's4', 'mini']",technology phones samsung galaxy s4 mini
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,"['global', 'deluxe', 'steno', 'chair']",['furniture'],['chairs'],"['furniture', 'chairs', 'global', 'deluxe', 'steno', 'chair']",furniture chairs global deluxe steno chair
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","['verbatim', '25', 'gb', '6x', 'blu', 'ray', 'single', 'layer', 'recordable', 'disc', '10', 'pack']",['technology'],['accessories'],"['technology', 'accessories', 'verbatim', '25', 'gb', '6x', 'blu', 'ray', 'single', 'layer', 'recordable', 'disc', '10', 'pack']",technology accessories verbatim 25 gb 6x blu ray single layer recordable disc 10 pack
OFF-LA-10003148,Office Supplies,Labels,Avery 51,"['avery', '51']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'avery', '51']",officesupplies labels avery 51
OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","['recycled', 'interoffice', 'envelopes', 'string', 'button', 'closure', '10', 'x', '13']",['officesupplies'],['envelopes'],"['officesupplies', 'envelopes', 'recycled', 'interoffice', 'envelopes', 'string', 'button', 'closure', '10', 'x', '13']",officesupplies envelopes recycled interoffice envelopes string button closure 10 x 13
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,"['fellowes', 'pb200', 'plastic', 'comb', 'binding', 'machine']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'fellowes', 'pb200', 'plastic', 'comb', 'binding', 'machine']",officesupplies binders fellowes pb200 plastic comb binding machine
OFF-LA-10002787,Office Supplies,Labels,Avery 480,"['avery', '480']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'avery', '480']",officesupplies labels avery 480
TEC-PH-10001615,Technology,Phones,AT&T CL82213,['cl82213'],['technology'],['phones'],"['technology', 'phones', 'cl82213']",technology phones cl82213
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,"['brown', 'kraft', 'recycled', 'envelopes']",['officesupplies'],['envelopes'],"['officesupplies', 'envelopes', 'brown', 'kraft', 'recycled', 'envelopes']",officesupplies envelopes brown kraft recycled envelopes
TEC-PH-10000455,Technology,Phones,GE 30522EE2,"['ge', '30522ee2']",['technology'],['phones'],"['technology', 'phones', 'ge', '30522ee2']",technology phones ge 30522ee2
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange","['master', 'caster', 'door', 'stop', 'large', 'neon', 'orange']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'master', 'caster', 'door', 'stop', 'large', 'neon', 'orange']",furniture furnishings master caster door stop large neon orange
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,"['bretford', 'cr8500', 'series', 'meeting', 'room', 'furniture']",['furniture'],['tables'],"['furniture', 'tables', 'bretford', 'cr8500', 'series', 'meeting', 'room', 'furniture']",furniture tables bretford cr8500 series meeting room furniture
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,"['belkin', '8', 'outlet', 'surgemaster', 'ii', 'gold', 'surge', 'protector']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'belkin', '8', 'outlet', 'surgemaster', 'ii', 'gold', 'surge', 'protector']",officesupplies appliances belkin 8 outlet surgemaster ii gold surge protector
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,"['hon', '5100', 'series', 'wood', 'tables']",['furniture'],['tables'],"['furniture', 'tables', 'hon', '5100', 'series', 'wood', 'tables']",furniture tables hon 5100 series wood tables
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,"['xerox', '1999']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1999']",officesupplies paper xerox 1999
TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","['verbatim', '25', 'gb', '6x', 'blu', 'ray', 'single', 'layer', 'recordable', 'disc', 'pack']",['technology'],['accessories'],"['technology', 'accessories', 'verbatim', '25', 'gb', '6x', 'blu', 'ray', 'single', 'layer', 'recordable', 'disc', 'pack']",technology accessories verbatim 25 gb 6x blu ray single layer recordable disc pack
OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,"['wilson', 'jones', 'leather', 'like', 'binders', 'dubllock', 'round', 'rings']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'wilson', 'jones', 'leather', 'like', 'binders', 'dubllock', 'round', 'rings']",officesupplies binders wilson jones leather like binders dubllock round rings
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,"['xerox', '1965']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1965']",officesupplies paper xerox 1965
OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System","['contico', '72', 'h', 'heavy', 'duty', 'storage', 'system']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'contico', '72', 'h', 'heavy', 'duty', 'storage', 'system']",officesupplies storage contico 72 h heavy duty storage system
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,"['avery', 'self', 'adhesive', 'photo', 'pockets', 'polaroid', 'photos']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'avery', 'self', 'adhesive', 'photo', 'pockets', 'polaroid', 'photos']",officesupplies binders avery self adhesive photo pockets polaroid photos
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"['memorex', 'mini', 'travel', 'drive', '16', 'gb', 'usb', '2', '0', 'flash']",['technology'],['accessories'],"['technology', 'accessories', 'memorex', 'mini', 'travel', 'drive', '16', 'gb', 'usb', '2', '0', 'flash']",technology accessories memorex mini travel drive 16 gb usb 2 0 flash
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,"['xerox', '1975']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1975']",officesupplies paper xerox 1975
TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,"['startech', 'com', '10', '100', 'vdsl2', 'ethernet', 'extender', 'kit']",['technology'],['machines'],"['technology', 'machines', 'startech', 'com', '10', '100', 'vdsl2', 'ethernet', 'extender', 'kit']",technology machines startech com 10 100 vdsl2 ethernet extender kit
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,"['xerox', '1977']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1977']",officesupplies paper xerox 1977
OFF-AR-10003481,Office Supplies,Art,Newell 348,"['newell', '348']",['officesupplies'],['art'],"['officesupplies', 'art', 'newell', '348']",officesupplies art newell 348
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","['hot', 'file', '7', 'pocket', 'floor', 'stand']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'hot', 'file', '7', 'pocket', 'floor', 'stand']",officesupplies storage hot file 7 pocket floor stand
TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"['memorex', 'mini', 'travel', 'drive', '8', 'gb', 'usb', '2', '0', 'flash']",['technology'],['accessories'],"['technology', 'accessories', 'memorex', 'mini', 'travel', 'drive', '8', 'gb', 'usb', '2', '0', 'flash']",technology accessories memorex mini travel drive 8 gb usb 2 0 flash
